ID	Name	Examine
1088	Chair	The ideal thing to sit on.
1089	Smashed chair	Not so good for sitting on.
1090	Chair	A comfortable seat.
1091	Chair	A comfortable seat.
1092	Chair	A comfortable seat.
1093	Chair	Good for sitting on.
1094	Chair	Good for sitting on.
1095	Stool	Good for sitting on.
1096	Rocking chair	Good for rocking in!
1097	Throne	A kingly seat for a royal behind.
1098	Throne	A kingly seat for a royal behind.
1099	Throne	A kingly seat for a royal behind.
1100	Barstool	The perfect way to sit at the bar.
1101	Chair	The perfect way to sit at the bar.
1102	Stool	Good for sitting on.
1103	Stool	Gnomes sit on these.
1104	Bench	Gnomes are found sitting here.
1105	Throne	A kingly seat for a royal behind.
1106	Bench	Sit back and relax...
1107		
1108	Throne	A kingly seat for a royal behind.
1109	Throne	A kingly seat for a royal behind.
1110	Chair	Used for sitting on.
1111	Chair	Do I dare sit on this?
1112	Pew	Church seating.
1113	Stool	Park it here...
1114	Ice Throne	Wouldn't like to sit on that for too long...
1115	Chair	The ideal thing to sit on.
1116	Hedge	Keeps the neighbours out!
1117	Hedge	Keeps the neighbours out!
1118	Bush	Found in wild areas.
1119	Bush	These are commonly found.
1120	Bush	An unusual bush.
1121	Bush	A wild bush.
1122	Bush	All the leaves have fallen off.
1123	Bush	All the leaves have fallen off.
1124	Bush	A commonly found bush.
1125	Bush	Bushy!
1126	Rosebush	A rose by any other name would still have prickly bits.
1127		
1128		
1129		
1130		
1131		
1132		
1133		
1134		
1135		
1136		
1137		
1138		
1139		
1140		
1141		
1142		
1143		
1144	Bush	A leafy bush.
1145	Bush	A leafy bush.
1146	Bush	A leafy bush.
1147	Fairy house	The abode of a fairy.
1148	Fairy house	The abode of a fairy.
1149	Fairy house	The abode of a fairy.
1150	Fairy bank	Fairies need money too!
1151	Fairy market stall	A fairy is selling items here.
1152	Potted fern	A small potted plant.
1153	Potted fern	Someone has planted this.
1154	Potted fern	A nicely potted fern.
1155	Potted fern	Better than weeding.
1156	Potted flower	I bet bees like this.
1157	Potted flower	I bet bees like this.
1158	Potted plant	A large potted plant.
1159		
1160	Potted plant	A plant in a bamboo pot.
1161	Cabbage	Cabbage... yuck!
1162	Bullrushes	Found near the water's edge.
1163	Mushroom	Not good for eating.
1164	Mushroom	Not good for eating.
1165	Mushroom	Fungal growth.
1166	Mushrooms	Poisonous no doubt.
1167	Mushroom	Fungal growth.
1168	Mushrooms	Poisonous no doubt.
1169	Mushroom	Poisonous no doubt.
1170	Fungus	I doubt that's edible.
1171	Fungus	I doubt that's edible.
1172	Fungus	I doubt that's edible.
1173	Small fern	A commonly found fern.
1174	Thistle	Spiky!
1175	Waterlily	A home for frogs.
1176	Waterlily	Otherwise known as a lilypad.
1177	Waterlily	A home for frogs.
1178	Heather	Smells lovely!
1179	Heather	Who is this Heather girl?
1180	Heather	I wonder why it's purple?
1181	Nettles	I'd better not get stung.
1182		
1183		
1184	Creeping plant	The tendrils of a creeping plant.
1185	Rockery	Nicely planted.
1186	Curling plant	A large curling plant.
1187	Flower	That's pretty.
1188	Flower	Blooming!
1189	Daisies	Commonly found in grassy areas.
1190	Sunflower	Is this the biggest flower around?
1191	Sunflowers	These are huge!
1192	Flowers	A rare flower.
1193	Flowers	Don't flowers make you feel better?
1194	Tulips	Can this talk?
1195	Flowers	You don't see that many of these.
1196	Flowers	I wonder what these are?
1197	Flower	A rarely found flower.
1198	Flowers	Very rare flowers.
1199	Flowerbed	These smell nice.
1200	Flowerbed	A bed of red flowers.
1201	Flowerbed	These are pretty.
1202	Jungle flower	Found only in jungle areas.
1203	Orchid	A very rare exotic flower.
1204	Jungle plant	A small fernlike plant.
1205	Vine	The leaves of a nasty creeping plant.
1206	Vine	The flower of a nasty creeping plant.
1207	Vine	The flower of a nasty creeping plant.
1208	Vine	The flower of a nasty creeping plant.
1209		
1210		
1211		
1212		
1213		
1214		
1215		
1216		
1217		
1218		
1219		
1220		
1221		
1222		
1223		
1224		
1225		
1226		
1227		
1228		
1229		
1230		
1231	Vine	Nasty curling tendrils of a creeping plant.
1232		
1233		
1234		
1235		
1236		
1237		
1238		
1239		
1240		
1241		
1242		
1243		
1244		
1245		
1246		
1247		
1248		
1249		
1250		
1251		
1252		
1253		
1254		
1255		
1256		
1257		
1258		
1259		
1260		
1261		
1262		
1263		
1264		
1265		
1266		
1267		
1268		
1269		
1270		
1271		
1272		
1273		
1274		
1275		
1276	Tree	One of the most common trees in RuneScape.
1277	Tree	A healthy young tree.
1278	Tree	A commonly found tree.
1279	Tree	A commonly found tree.
1280	Tree	A healthy young tree.
1281	Oak	A beautiful old oak.
1282	Dead tree	This tree has long been dead.
1283	Dead tree	This tree has long been dead.
1284	Dead tree	This tree has long been dead.
1285	Dead tree	An old weather beaten tree.
1286	Dead tree	It's only useful for firewood now.
1287	Dead tree	It's only useful for firewood now.
1288	Dead tree	It's only useful for firewood now.
1289	Dead tree	It's only useful for firewood now.
1290	Dead tree	It's only useful for firewood now.
1291	Dead tree	It's only useful for firewood now.
1292	Dramen tree	An ancient magical tree.
1293	Spirit tree	An ancient sentient tree.
1294	Spirit tree	An ancient sentient tree.
1295	Spirit tree	An ancient sentient tree.
1296	Fallen tree	This tree has fallen to the ground.
1297	Fallen tree	This tree was either the victim of weather or mankind.
1298	Fern	A commonly found fern.
1299	Fern	Is this a weed?
1300	Fern	A fern is growing here.
1301	Tree	Home to many unusual creatures.
1302	Leafy tree	A leafy tree.
1303	Tree	A tree found in tropical areas.
1304	Tree	A tree found in tropical areas.
1305	Tree	A tree found in tropical areas.
1306	Magic tree	The tree shimmers with a magical force.
1307	Maple tree	I bet this makes good syrup!
1308	Willow	These trees are found near water.
1309	Yew	A splendid tree.
1310	Tree	This tree has vines hanging from it.
1311	Palm	This would be good to sleep under.
1312	Palm	An essential for tropical islands.
1313	Plant	An unusual tree grows here.
1314	Plant	An unusual tree grows here.
1315	Evergreen	A hardy evergreen tree.
1316	Evergreen	A hardy evergreen tree.
1317	Spirit tree	A young sentient tree.
1318	Evergreen	This would make good firewood.
1319	Evergreen	This would make good firewood.
1320	Mossy branch	The branch is infested with moss.
1321	Mossy branch	The branch is infested with moss.
1322	Hollow tree	The trunk of this tree is hollow.
1323	Roots	A gnarly old tree root.
1324	Roots	The roots of a tree are exposed.
1325	Roots	I hope I don't trip over any of these.
1326	Tropical tree	A terribly tall tropical tree.
1327	Tropical tree	A terribly tall tropical tree.
1328	Tropical tree	A terribly tall tropical tree.
1329	Tropical leaves	Leaves of a bamboo tree.
1330	Tree	It's thick with snow.
1331	Tree	It's thick with snow.
1332	Tree	It's thick with snow.
1333	Dead tree	This old tree has been taken over by parasitic plants.
1334	Hollow log	This old tree is rotting away.
1335	Hollow log	This old tree is rotting away.
1336	Hollow log	This old tree is rotting away.
1337	Hollow log	This old tree is rotting away.
1338	Hollow log	This old tree is rotting away.
1339	Roots	They're just waiting to trip someone up.
1340	Roots	They're just waiting to trip someone up.
1341	Tree stump	This tree has been cut down.
1342	Tree stump	This tree has been cut down.
1343	Tree stump	This tree has been cut down.
1344	Tree stump	This tree has been cut down.
1345	Tree stump	This tree has been cut down.
1346	Tree stump	This tree has been cut down.
1347	Tree stump	This tree has been cut down.
1348	Tree stump	This tree has been cut down.
1349	Tree stump	This tree has been cut down.
1350	Tree stump	This tree has been cut down.
1351	Tree stump	This tree has been cut down.
1352	Tree stump	This tree has been cut down.
1353	Tree stump	This tree has been cut down.
1354	Tree stump	This tree has been cut down.
1355	Tree stump	This tree has been cut down.
1356	Tree stump	This tree has been cut down.
1357	Tree stump	This tree has been cut down.
1358	Tree stump	This tree has been cut down.
1359	Tree stump	This tree has been cut down.
1360	Tropical tree	This tree contains dangerous insects no doubt.
1361	Tropical tree	This tree contains dangerous insects no doubt.
1362	Tropical tree	This tree contains dangerous insects no doubt.
1363	Roots	They're just waiting to trip someone up.
1364	Roots	They're just waiting to trip someone up.
1365	Dead tree	It's only useful for firewood now.
1366	Roots	A gnarly old tree root.
1367	Roots	The roots of this tree are exposed.
1368	Roots	I hope I don't trip over any of these.
1369	Plant	An unusual tree grows here.
1370	Hollow log	This old tree is rotting away.
1371	Tropical tree	This tree contains dangerous insects no doubt.
1372	Tropical tree	This tree contains dangerous insects no doubt.
1373	Tropical tree	This tree contains dangerous insects no doubt.
1374	Tropical tree	This tree contains dangerous insects no doubt.
1375	Tropical tree	This tree contains dangerous insects no doubt.
1376	Tropical tree	This tree contains dangerous insects no doubt.
1377	Tropical tree	This tree contains dangerous insects no doubt.
1378	Hollow log	This old tree is rotting away.
1379	Hollow log	This old tree is rotting away.
1380	Roots	A gnarly old tree root.
1381	Roots	The roots of this tree are exposed.
1382	Roots	I hope I don't trip over any of these.
1383	Dead tree	This tree has long been dead.
1384	Dead tree	It's only useful for firewood now.
1385	Roots	A gnarly old tree root.
1386	Roots	The roots of this tree are exposed.
1387	Roots	I hope I don't trip over any of these.
1388	Roots	They're just waiting to trip someone up.
1389	Roots	They're just waiting to trip someone up.
1390	Jungle plant	Commonly found in these parts.
1391	Plant	A leafy plant.
1392	Plant	A leafy fern.
1393	Plant	A small bushy plant.
1394	Plant	A leafy shrub.
1395	Fly trap	No flies on me.
1396	Cactus	How do these things manage to grow?
1397	Cactus	This cactus has recently had a chunk taken off.
1398	Jungle plant	A leafy fern.
1399	Jungle plant	This has broad leaves.
1400	Jungle plant	A large waxy jungle plant.
1401	Jungle plant	A type of jungle fern.
1402	Jungle plant	A large waxy jungle plant.
1403	Cactus	How do these things manage to grow?
1404	Cactus	How do these things manage to grow?
1405	Cactus	How do these things manage to grow?
1406	Cactus	How do these things manage to grow?
1407	Whipping Plant	Leaves a nasty mark.
1408	Pineapple Plant	Looks spiky.
1409	Pineapple Plant	Looks spiky.
1410	Pineapple Plant	Looks spiky.
1411	Pineapple Plant	Looks spiky.
1412	Pineapple Plant	Looks spiky.
1413	Pineapple Plant	Looks spiky.
1414		
1415		
1416		
1417		
1418		
1419		
1420		
1421		
1422		
1423		
1424		
1425		
1426		
1427		
1428		
1429		
1430		
1431		
1432		
1433		
1434		
1435		
1436		
1437		
1438		
1439		
1440		
1441		
1442		
1443		
1444		
1445		
1446		
1447		
1448		
1449		
1450		
1451		
1452		
1453		
1454		
1455		
1456		
1457		
1458		
1459		
1460		
1461		
1462		
1463		
1464		
1465		
1466		
1467		
1468		
1469		
1470		
1471		
1472		
1473		
1474		
1475		
1476		
1477		
1478		
1479		
1480		
1481		
1482		
1483		
1484		
1485		
1486		
1487		
1488		
1489		
1490		
1491		
1492		
1493		
1494		
1495		
1496		
1497		
1498		
1499		
1500		
1501		
1502		
1503		
1504	Door	The door is open.
1505	Door	The door is closed.
1506	Large door	A sturdy wooden door.
1507	Large door	A sturdy wooden door.
1508	Large door	A sturdy wooden door.
1509		
1510		
1511	Large door	A sturdy wooden door.
1512	Large door	A sturdy wooden door.
1513	Large door	A sturdy wooden door.
1514	Large door	A sturdy wooden door.
1515	Large door	A sturdy wooden door.
1516	Large door	A large double door.
1517	Large door	A large double door.
1518		
1519	Large door	A large double door.
1520	Large door	A large double door.
1521		
1522		
1523		
1524		
1525		
1526	Curtain	The curtain is closed.
1527		
1528	Curtain	The curtain is closed.
1529	Curtain	The curtain is open.
1530	Door	The door is closed.
1531	Door	The door is open.
1532		
1533	Door	A nicely fitted door.
1534	Door	A nicely fitted door.
1535		
1536	Door	An ornately-fashioned door.
1537	Door	An elf-fashioned door.
1538		
1539	Door	Solid bars of iron.
1540	Door	Solid bars of iron.
1541		
1542	Door	Solid bars of iron.
1543	Door	Solid bars of iron.
1544	Door	Solid bars of iron.
1545	Door	Solid bars of iron.
1546		
1547		
1548		
1549		
1550		
1551	Gate	A wooden gate.
1552	Gate	A wooden gate.
1553	Gate	A wooden gate.
1554		
1555		
1556	Gate	A wooden gate.
1557	Gate	A wrought iron gate.
1558	Gate	A wrought iron gate.
1559	Gate	A wrought iron gate.
1560	Gate	A wrought iron gate.
1561	Gate	A wrought iron gate.
1562		
1563		
1564		
1565		
1566		
1567		
1568	Trapdoor	I wonder what's under it?
1569	Trapdoor	I wonder what's under it?
1570	Trapdoor	I wonder what's down there?
1571	Trapdoor	I wonder what's down there?
1572	Boarded-up door	This door has been boarded up.
1573	Doors	A door to a grand place.
1574	Doors	A door to a grand place.
1575	Doors	A door to a grand place.
1576	Doors	A door to a grand place.
1577	Doorway	The top of the archway.
1578	Doorway	The top of the archway.
1579	Doorway	The top of the archway.
1580	Doorway	The base of the archway.
1581	Doorway	The base of the archway.
1582		
1583	Wall	There is something strange about this wall...
1584	Wall	There is something strange about this wall...
1585		
1586	Wall	There is something strange about this wall...
1587	Wall	There is something strange about this wall...
1588		
1589	Gate	A wrought iron gate.
1590	Gate	A wrought iron gate.
1591	Door	The door is closed.
1592	Odd looking wall	Something is strange about this panel.
1593		
1594	Dungeon door	An entranceway into the dungeon.
1595	Door	The way in.
1596	Gate	A wrought iron gate.
1597	Gate	A wrought iron gate.
